Category,City,Customer Name,Discount,Manufacturer,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Order Date,Ship Date,Ship Mode,State,Sub-Category,Product Container,Store Name,New Transportation,Unit Price,Shipping Cost,Priority
Office Supplies,Coimbatore,Kajal Thanigavelu ,0,Advantus,SGP-2017-60630,"Advantus Paper Clips, Assorted Sizes",0,3,South,34,Consumer,2018/7/4,2018/7/6,Second Class,Tamil Nadu,Fasteners,Small Box,Spencer,Regular Air,140.99,4.2,High
Furniture,Usehat,Harish Joshi ,0,Harbour Creations,SGP-2017-60630,"Harbour Creations Steel Folding Chair, Adjustable",216,5,East,502,Consumer,2018/7/4,2018/7/6,Second Class,Uttar Pradesh,Chairs,Small Pack,Edwards,Regular Air,8.32,2.38,High
Furniture,Mau Aimma,Krishna Muthusamy ,0,Novimex,SGP-2016-68456,"Novimex Swivel Stool, Adjustable",209,5,East,835,Consumer,2017/2/26,2017/2/26,Same Day,Uttar Pradesh,Chairs,Small Box,Riley,Regular Air,21.38,2.99,Not Specified
Technology,Hathras,Rajesh Singh ,0.1,HP,SGP-2015-46336,"HP Wireless Fax, Laser",194,3,East,973,Consumer,2016/10/2,2016/10/6,Standard Class,Uttar Pradesh,Copiers,Small Box,Carter,Regular Air,35.89,14.72,Not Specified
Office Supplies,Shahjahanpur,Harish Patra ,0.1,Accos,SGP-2014-60511,"Accos Rubber Bands, Bulk Pack",11,2,East,30,Home Office,2015/3/25,2015/3/31,Standard Class,Uttar Pradesh,Fasteners,Small Box,Carter,Regular Air,35.89,14.72,Not Specified
Office Supplies,Medinipur,Murari B. N. ,0.1,Accos,SGP-2016-68736,"Accos Staples, Assorted Sizes",3,3,East,23,Corporate,2017/12/19,2017/12/19,Same Day,West Bengal,Fasteners,Small Pack,White,Regular Air,6.64,4.95,Not Specified
Furniture,Tadpatri,Megha Ramamoorthi ,0,Advantus,SGP-2017-35479,"Advantus Door Stop, Erganomic",8,2,South,87,Corporate,2018/1/18,2018/1/23,Standard Class,Andhra Pradesh,Furnishings,Large Box,Gutierrez,Regular Air,276.2,24.49,Not Specified
Office Supplies,Munger,Vidyadhar Gupta ,0,Xerox,SGP-2014-53658,"Xerox Cards & Envelopes, 8.5 x 11",34,2,East,98,Consumer,2015/1/25,2015/1/27,First Class,Bihar,Paper,Large Box,Sahara,Regular Air,20.34,35,Urgent
Technology,Rajnandgaon,Sameer Bhatia ,0.1,Konica,SGP-2016-39833,"Konica Receipt Printer, Wireless",-7,3,Central,330,Consumer,2017/12/27,2017/12/31,Standard Class,Chhattisgarh,Machines,Large Box,Sahara,Regular Air,48.91,35,Urgent
Office Supplies,Ranchi,Nimesh Theckedath ,0.1,Stockwell,SGP-2016-39833,"Stockwell Thumb Tacks, 12 Pack",7,6,Central,68,Consumer,2017/12/27,2017/12/31,Standard Class,Jharkhand,Fasteners,Small Box,Bryant,Regular Air,12.28,6.13,High
Technology,Robertson Pet,Piyushkumar Patil ,0,Motorola,SGP-2016-10916,"Motorola Signal Booster, Cordless",216,4,South,584,Home Office,2017/6/11,2017/6/16,Standard Class,Karnataka,Phones,Small Box,Jordan,Regular Air,115.99,5.26,High
Furniture,Robertsonpet,Sandeep Chopra ,0.3,Chromcraft,SGP-2016-51292,"Chromcraft Conference Table, Adjustable Height",184,3,South,1837,Home Office,2017/11/20,2017/11/24,Standard Class,Karnataka,Tables,Small Box,Carpenter,Regular Air,178.47,19.99,High
Office Supplies,Bhadravati,Harish Joshi ,0,Stanley,SGP-2014-49241,"Stanley Highlighters, Water Color",11,3,South,54,Home Office,2015/10/7,2015/10/12,Standard Class,Karnataka,Art,Large Box,Gutierrez,Regular Air,276.2,24.49,Not Specified
Office Supplies,Jevargi,Pankaj Kumar ,0,Fiskars,SGP-2014-49241,"Fiskars Box Cutter, Steel",14,1,South,35,Home Office,2015/10/7,2015/10/12,Standard Class,Karnataka,Supplies,Small Box,Palmer,Regular Air,1.76,4.86,Low
Furniture,Sagar,N Arora ,0,Dania,SGP-2014-49241,"Dania 3-Shelf Cabinet, Mobile",0,4,Central,576,Home Office,2015/10/7,2015/10/12,Standard Class,Madhya Pradesh,Bookcases,Small Box,Carpenter,Regular Air,178.47,19.99,High
Office Supplies,Parbhani,Biju Savsani ,0,Hoover,SGP-2014-30040,"Hoover Microwave, Red",102,3,West,926,Consumer,2015/11/30,2015/12/5,Standard Class,Maharashtra,Appliances,Small Box,Bryant,Regular Air,12.28,6.13,High
Furniture,Malerkotla,Soumitra Sikhwal ,0,Bush,SGP-2017-73048,"Bush 3-Shelf Cabinet, Traditional",201,4,North,573,Corporate,2018/2/15,2018/2/17,Second Class,Punjab,Bookcases,Small Box,Bryant,Regular Air,205.99,2.5,Medium
Technology,Amritsar,Laxmikant Mohite ,0,Apple,SGP-2017-73048,"Apple Signal Booster, VoIP",82,3,North,410,Corporate,2018/2/15,2018/2/17,Second Class,Punjab,Phones,Small Box,Griffin,Regular Air,30.98,17.08,Low
Furniture,Chittaurgarh,Mohan Pereira ,0,Rubbermaid,SGP-2017-73048,"Rubbermaid Light Bulb, Durable",22,5,North,79,Corporate,2018/2/15,2018/2/17,Second Class,Rajasthan,Furnishings,Small Box,Bryant,Regular Air,205.99,2.5,Medium
Furniture,Periyakulam,Himanshu Jain ,0,Advantus,SGP-2017-73048,"Advantus Frame, Duo Pack",58,2,South,222,Corporate,2018/2/15,2018/2/17,Second Class,Tamil Nadu,Furnishings,Small Box,Griffin,Regular Air,30.98,17.08,Low
Office Supplies,Azamgarh,Anand Khinda ,0,Tenex,SGP-2017-73048,"Tenex Shelving, Industrial",171,10,East,551,Corporate,2018/2/15,2018/2/17,Second Class,Uttar Pradesh,Storage,Small Pack,Ford,Regular Air,85.99,3.3,Medium
Technology,Mirzapur,Chandrashekhar Kumar ,0,Motorola,SGP-2017-73048,"Motorola Audio Dock, VoIP",97,2,East,347,Corporate,2018/2/15,2018/2/17,Second Class,Uttar Pradesh,Phones,Small Pack,Ford,Regular Air,85.99,3.3,Medium
Technology,Nainital,Madhu Kirpalani ,0,Canon,SGP-2017-40008,"Canon Copy Machine, Laser",328,5,North,1311,Home Office,2018/9/9,2018/9/14,Standard Class,Uttaranchal,Copiers,Large Box,Sahara,Regular Air,48.91,35,Urgent
Office Supplies,Bhadreswar,Nand S ,0,Avery,SGP-2016-26442,"Avery Color Coded Labels, Adjustable",3,1,East,11,Home Office,2017/6/28,2017/7/4,Standard Class,West Bengal,Labels,Small Box,Jordan,Regular Air,115.99,5.26,High
Office Supplies,Krishnanagar,Manoj Saha ,0,Harbour Creations,SGP-2016-26442,"Harbour Creations Color Coded Labels, 5000 Label Set",5,7,East,93,Home Office,2017/6/28,2017/7/4,Standard Class,West Bengal,Labels,Large Box,Sahara,Regular Air,20.34,35,Urgent
Office Supplies,Chandannagar,Umesh Kale ,0.1,Green Bar,SGP-2014-55884,"Green Bar Note Cards, Multicolor",18,4,East,122,Corporate,2015/12/1,2015/12/8,Standard Class,West Bengal,Paper,Small Box,Palmer,Regular Air,1.76,4.86,Low
Office Supplies,Cuddapah,Abhay Parmar ,0.1,Breville,SGP-2014-55884,"Breville Toaster, Black",82,3,South,206,Corporate,2015/12/1,2015/12/8,Standard Class,Andhra Pradesh,Appliances,Small Pack,Walker,Regular Air,11.97,5.81,High
Technology,Dhekiajuli,Ram G ,0.1,Canon,SGP-2017-41947,"Canon Copy Machine, High-Speed",78,2,North East,469,Consumer,2018/7/23,2018/7/28,Standard Class,Assam,Copiers,Small Box,Davis,Regular Air,40.99,17.48,Medium
Furniture,Chandigarh,Charmaine Pal ,0.1,Advantus,SGP-2017-60616,"Advantus Stacking Tray, Black",26,5,North,119,Consumer,2018/2/16,2018/2/18,Second Class,Chandigarh,Furnishings,Small Box,Davis,Express Air,29.18,8.55,Medium
Office Supplies,Rohtak,Sachin Bhushan Singh ,0.1,GlobeWeis,SGP-2017-60616,"GlobeWeis Manila Envelope, Security-Tint",-9,3,North,80,Consumer,2018/2/16,2018/2/18,Second Class,Haryana,Envelopes,Jumbo Drum,Roberts,Delivery Truck,68.81,60,Urgent
Office Supplies,Khandwa,Tushar Tripathi ,0.1,Ibico,SGP-2017-60616,"Ibico 3-Hole Punch, Recycled",91,8,Central,222,Consumer,2018/2/16,2018/2/18,Second Class,Madhya Pradesh,Binders,Large Box,Myers,Express Air,279.48,35,Not Specified
Office Supplies,Chanderi,Biswajit Sapre ,0.47,Stockwell,SGP-2017-24041,"Stockwell Clamps, 12 Pack",-51,7,Central,69,Consumer,2018/6/19,2018/6/22,Second Class,Madhya Pradesh,Fasteners,Jumbo Drum,Roberts,Delivery Truck,68.81,60,Urgent
Office Supplies,Mandsaur,Kanishk Palta ,0.27,BIC,SGP-2017-24041,"BIC Canvas, Blue",-94,7,Central,274,Consumer,2018/6/19,2018/6/22,Second Class,Madhya Pradesh,Art,Small Box,Davis,Express Air,29.18,8.55,Medium
Furniture,Pune,Hitesh Patil ,0.07,Ikea,SGP-2017-24041,"Ikea Stackable Bookrack, Traditional",81,3,West,342,Consumer,2018/6/19,2018/6/22,Second Class,Maharashtra,Bookcases,Small Box,Davis,Regular Air,40.99,17.48,Medium
Technology,Ludhiana,Ravi Muppana ,0,Apple,SGP-2016-62205,"Apple Headset, Full Size",58,2,North,149,Consumer,2017/1/3,2017/1/6,First Class,Punjab,Phones,Large Box,Myers,Express Air,279.48,35,Not Specified
Technology,Nagar,Hanumant Patil ,0,Nokia,SGP-2016-62205,"Nokia Speaker Phone, with Caller ID",85,3,North,369,Consumer,2017/1/3,2017/1/6,First Class,Rajasthan,Phones,Small Pack,Walker,Regular Air,11.97,5.81,High
Office Supplies,Srikakulam,Nilank K ,0,Smead,SGP-2014-12890,"Smead Box, Single Width",5,2,South,22,Consumer,2015/6/22,2015/6/26,Standard Class,Andhra Pradesh,Storage,Small Box,Gibson,Regular Air,5.98,5.35,Not Specified
Office Supplies,Bahadurganj,Sanjeev Kumar Sahu ,0,Avery,SGP-2014-12890,"Avery Round Labels, Adjustable",0,2,East,10,Consumer,2015/6/22,2015/6/26,Standard Class,Bihar,Labels,Jumbo Drum,Griffin,Delivery Truck,90.97,28,High
Office Supplies,Motihari,Meenakshi Mukherjee ,0,SanDisk,SGP-2014-12890,"SanDisk Memo Slips, Recycled",11,3,East,51,Consumer,2015/6/22,2015/6/26,Standard Class,Bihar,Paper,Jumbo Box,Snyder,Delivery Truck,130.98,54.74,Not Specified
Furniture,Mahasamund,K Hari Prasad Reddy ,0.1,Ikea,SGP-2015-63654,"Ikea Classic Bookcase, Metal",41,2,North,740,Consumer,2016/10/20,2016/10/25,Standard Class,Chhattisgarh,Bookcases,Wrap Bag,Warren,Regular Air,3.38,1.09,Medium
Office Supplies,Panjim,Chetan Singh ,0.1,Stiletto,SGP-2015-56556,"Stiletto Shears, Steel",0,5,West,214,Consumer,2016/5/23,2016/5/27,Standard Class,Goa,Supplies,Wrap Bag,Warren,Regular Air,3.38,1.09,Medium
Office Supplies,Gandhinagar,Pinaki Ananth ,0.1,Cardinal,SGP-2015-56556,"Cardinal Index Tab, Economy",5,2,West,16,Consumer,2016/5/23,2016/5/27,Standard Class,Gujarat,Binders,Medium Box,Simpson,Regular Air,28.99,8.59,Not Specified
Office Supplies,Panipat,Ramkrishna Gambhir ,0.45,OIC,SGP-2016-17958,"OIC Thumb Tacks, 12 Pack",-43,9,North,67,Corporate,2017/3/31,2017/4/7,Standard Class,Haryana,Fasteners,Jumbo Drum,Griffin,Delivery Truck,208.16,68.02,High
Office Supplies,Jasidih,Abhimanyu Sanapala ,0.45,OIC,SGP-2016-17958,"OIC Push Pins, Metal",1,3,Central,25,Corporate,2017/3/31,2017/4/7,Standard Class,Jharkhand,Fasteners,Small Pack,Simpson,Regular Air,21.38,8.99,Not Specified
Office Supplies,Nagpur,Sameer Sekhesa ,0,Harbour Creations,SGP-2016-76667,"Harbour Creations Shipping Labels, Alphabetical",21,4,West,45,Corporate,2017/6/5,2017/6/10,Second Class,Maharashtra,Labels,Small Box,Gibson,Regular Air,5.98,5.35,Not Specified
Office Supplies,Kolhapur,Avinash Telang ,0,Elite,SGP-2016-76667,"Elite Box Cutter, Easy Grip",19,4,West,146,Corporate,2017/6/5,2017/6/10,Second Class,Maharashtra,Supplies,Jumbo Drum,Griffin,Delivery Truck,90.97,28,High
Office Supplies,Savantvadi,Sharmishta Shinde ,0,Harbour Creations,SGP-2016-76667,"Harbour Creations Shipping Labels, 5000 Label Set",9,2,West,24,Corporate,2017/6/5,2017/6/10,Second Class,Maharashtra,Labels,Small Box,Bryant,Regular Air,6.48,5.11,Urgent
Office Supplies,Churu,Anilkumar V ,0,Acco,SGP-2015-44677,"Acco Binder Covers, Durable",11,3,North,44,Consumer,2016/2/18,2016/2/22,Standard Class,Rajasthan,Binders,Jumbo Drum,Griffin,Delivery Truck,208.16,68.02,High
Office Supplies,Varanasi,Mukesh Maheshwara Rao ,0,Ames,SGP-2017-22718,"Ames Business Envelopes, Security-Tint",2,2,East,29,Home Office,2018/10/27,2018/10/30,Second Class,Uttar Pradesh,Envelopes,Medium Box,Simpson,Regular Air,28.99,8.59,Not Specified
Office Supplies,Baraut,Deepak Kumar Singh ,0,Xerox,SGP-2017-22718,"Xerox Note Cards, 8.5 x 11",0,2,East,61,Home Office,2018/10/27,2018/10/30,Second Class,Uttar Pradesh,Paper,Small Pack,Simpson,Regular Air,21.38,8.99,Not Specified
Furniture,Rae Bareli,Mohan Lokhande ,0.27,Rubbermaid,SGP-2016-14325,"Rubbermaid Photo Frame, Erganomic",-23,3,East,110,Consumer,2017/6/28,2017/7/3,Standard Class,Uttar Pradesh,Furnishings,Jumbo Drum,Hunter,Delivery Truck,400.97,14.7,Urgent
Office Supplies,Jhansi,Anand Khinda ,0.17,Cardinal,SGP-2016-14325,"Cardinal Binder Covers, Recycled",13,4,East,41,Consumer,2017/6/28,2017/7/3,Standard Class,Uttar Pradesh,Binders,Jumbo Drum,Hunter,Delivery Truck,400.97,14.7,Urgent
Furniture,Sultanpur,T.C. Chandran ,0,Bush,SGP-2017-55730,"Bush Library with Doors, Pine",439,5,East,1828,Home Office,2018/10/2,2018/10/6,Standard Class,Uttar Pradesh,Bookcases,Jumbo Box,Snyder,Delivery Truck,130.98,54.74,Not Specified
Technology,Barddhaman,Dattatray SARATH BABU ,0,Samsung,SGP-2016-42269,"Samsung Smart Phone, with Caller ID",1081,5,East,3181,Consumer,2017/6/6,2017/6/10,Standard Class,West Bengal,Phones,Small Box,Bryant,Regular Air,6.48,5.11,Urgent
Furniture,Rajahmundry,Pradeep Shah ,0.1,Safco,SGP-2016-38139,"SAFCO Chairmat, Adjustable",11,3,South,168,Home Office,2017/11/24,2017/11/30,Standard Class,Andhra Pradesh,Chairs,Jumbo Drum,Panhandle,Delivery Truck,110.98,30,Medium
Furniture,Proddatur,Sumit Abraham ,0.07,Safco,SGP-2017-43550,"Safco Library with Doors, Pine",47,3,South,1091,Corporate,2018/12/31,2019/1/1,First Class,Andhra Pradesh,Bookcases,Small Box,Shaw,Regular Air,30.42,8.65,Urgent
Technology,Jind,Ashish Vora ,0.1,Hewlett,SGP-2017-70059,"Hewlett Fax Machine, Laser",243,2,North,576,Corporate,2018/1/26,2018/2/2,Standard Class,Haryana,Copiers,Small Box,Morris,Regular Air,11.09,5.25,Low
Office Supplies,Thanesar,Dinesh pushparaj ,0,Cardinal,SGP-2015-21339,"Cardinal Index Tab, Economy",25,8,North,70,Consumer,2016/5/11,2016/5/11,Same Day,Haryana,Binders,Large Box,Murphy,Regular Air,3.25,49,Not Specified
Furniture,Guna,Rahul Shah ,0,Rubbermaid,SGP-2015-21339,"Rubbermaid Frame, Duo Pack",385,7,Central,770,Consumer,2016/5/11,2016/5/11,Same Day,Madhya Pradesh,Furnishings,Small Box,Shaw,Regular Air,30.42,8.65,Urgent
Office Supplies,Berasia,K Joseph ,0,Novimex,SGP-2015-21339,"Novimex Color Coded Labels, Alphabetical",7,3,Central,37,Consumer,2016/5/11,2016/5/11,Same Day,Madhya Pradesh,Labels,Large Box,Foster,Regular Air,6783.02,24.49,Urgent
Office Supplies,Akot,Chetan Sharma ,0,Xerox,SGP-2017-65243,"Xerox Message Books, 8.5 x 11",1,2,West,49,Home Office,2018/12/4,2018/12/6,Second Class,Maharashtra,Paper,Small Box,Shaw,Regular Air,4.91,0.5,Urgent
Office Supplies,Mohali,Yogesh Yadav ,0,Acme,SGP-2017-65243,"Acme Box Cutter, Serrated",19,2,North,69,Home Office,2018/12/4,2018/12/6,Second Class,Punjab,Supplies,Small Box,Scott,Regular Air,11.58,5.72,Urgent
Furniture,Dharmapuri,Raju Patil ,0,Hon,SGP-2017-65243,"Hon Rocking Chair, Set of Two",16,3,South,399,Home Office,2018/12/4,2018/12/6,Second Class,Tamil Nadu,Chairs,Small Box,Peters,Regular Air,5.18,5.74,Urgent
Furniture,Karaikkudi,Suman Dharra ,0,Harbour Creations,SGP-2017-65243,"Harbour Creations Chairmat, Set of Two",1,2,South,149,Home Office,2018/12/4,2018/12/6,Second Class,Tamil Nadu,Chairs,Small Box,Peters,Regular Air,5.18,5.74,Urgent
Technology,Ambattur,Sharad Suresh Suresh ,0,Logitech,SGP-2017-65243,"Logitech Mouse, USB",52,8,South,236,Home Office,2018/12/4,2018/12/6,Second Class,Tamil Nadu,Accessories,Jumbo Drum,Panhandle,Delivery Truck,110.98,30,Medium
Office Supplies,Rae Bareli,Sri Nath ,0,GlobeWeis,SGP-2015-78886,"GlobeWeis Peel and Seal, with clear poly window",35,3,East,75,Home Office,2016/6/1,2016/6/5,Second Class,Uttar Pradesh,Envelopes,Small Box,Scott,Regular Air,11.58,5.72,Urgent
Office Supplies,Rae Bareli,Rajendre Shukla ,0,Cameo,SGP-2015-78886,"Cameo Clasp Envelope, Security-Tint",4,1,East,12,Home Office,2016/6/1,2016/6/5,Second Class,Uttar Pradesh,Envelopes,Large Box,Murphy,Regular Air,3.25,49,Not Specified
Technology,Kichha,Vijay Venkata Durga Rao ,0,Okidata,SGP-2015-78886,"Okidata Calculator, Durable",46,3,North,157,Home Office,2016/6/1,2016/6/5,Second Class,Uttaranchal,Machines,Wrap Bag,Ramos,Regular Air,3.78,0.71,Urgent
Furniture,Naihati,PARIMAL Saikia ,0,Safco,SGP-2015-78886,"SAFCO Chairmat, Red",117,5,East,299,Home Office,2016/6/1,2016/6/5,Second Class,West Bengal,Chairs,Wrap Bag,Ramos,Regular Air,3.78,0.71,Urgent
Office Supplies,Bhatpara,Sukhwinder Islam ,0,Fiskars,SGP-2015-78886,"Fiskars Trimmer, Serrated",33,5,East,195,Home Office,2016/6/1,2016/6/5,Second Class,West Bengal,Supplies,Small Box,Morris,Regular Air,11.09,5.25,Low
Technology,Panihati,Zameer Nayar ,0,StarTech,SGP-2015-78886,"StarTech Inkjet, White",403,3,East,897,Home Office,2016/6/1,2016/6/5,Second Class,West Bengal,Machines,Small Box,Shaw,Regular Air,4.91,0.5,Urgent
Office Supplies,Kanchrapara,Rajendra N ,0,Harbour Creations,SGP-2014-58278,"Harbour Creations Color Coded Labels, Adjustable",2,3,East,32,Consumer,2015/6/14,2015/6/19,Standard Class,West Bengal,Labels,Large Box,Foster,Regular Air,6783.02,24.49,Urgent
Office Supplies,Adilabad,Chirag Paul ,0,Tenex,SGP-2014-58278,"Tenex Trays, Industrial",6,4,South,219,Consumer,2015/6/14,2015/6/19,Standard Class,Telangana,Storage,Small Box,Bryant,Express Air,5.74,5.01,Medium
Office Supplies,Begusarai,Hemanth Mukherjee ,0.1,Kleencut,SGP-2015-70339,"Kleencut Letter Opener, Easy Grip",15,2,East,52,Consumer,2016/9/11,2016/9/11,Same Day,Bihar,Supplies,Small Pack,Hermingen,Regular Air,5.98,4.38,Not Specified
Office Supplies,Kawardha,Vishvjeet Kumar ,0,Fellowes,SGP-2015-71550,"Fellowes Shelving, Wire Frame",80,3,Central,171,Corporate,2016/8/25,2016/9/1,Standard Class,Chhattisgarh,Storage,Small Pack,Cole,Regular Air,8.46,3.62,High
Office Supplies,Nangloi Jat,Pooja Punewar ,0,Cameo,SGP-2015-42003,"Cameo Interoffice Envelope, Set of 50",87,4,North,190,Home Office,2016/7/3,2016/7/7,Standard Class,Delhi,Envelopes,Small Box,Kennedy,Express Air,178.47,19.99,High
Technology,Nangloi Jat,sudhakara Deshwal ,0.17,Cisco,SGP-2017-37789,"Cisco Headset, Cordless",38,6,North,455,Corporate,2018/2/14,2018/2/14,Same Day,Delhi,Phones,Small Box,Washington,Express Air,63.98,19.99,Medium
Office Supplies,Botad,Paul Dhingra ,0.1,Breville,SGP-2017-43571,"Breville Coffee Grinder, Black",73,6,West,331,Corporate,2018/11/29,2018/12/3,Standard Class,Gujarat,Appliances,Jumbo Drum,Gordon,Delivery Truck,180.98,26.2,High
Technology,Gandevi,Bhushan Solanki ,0.1,Logitech,SGP-2017-43571,"Logitech Mouse, USB",7,2,West,53,Corporate,2018/11/29,2018/12/3,Standard Class,Gujarat,Accessories,Small Box,Bryant,Express Air,53.98,5.5,Medium
Office Supplies,Rohtak,Rajeshwar Vyas ,0,Smead,SGP-2017-27954,"Smead Box, Industrial",11,2,North,23,Corporate,2018/5/12,2018/5/18,Standard Class,Haryana,Storage,Wrap Bag,Rice,Regular Air,4.84,0.71,Not Specified
Office Supplies,Pithampur,Rajat Kavi ,0,Avery,SGP-2017-27954,"Avery Binder Covers, Clear",5,3,Central,32,Corporate,2018/5/12,2018/5/18,Standard Class,Madhya Pradesh,Binders,Jumbo Drum,Gordon,Delivery Truck,180.98,26.2,High
Office Supplies,Udgir,Aakash Ananda Neti ,0,Wilson,SGP-2016-22879,"Wilson Jones Binder, Recycled",29,5,West,67,Consumer,2017/11/10,2017/11/10,Same Day,Maharashtra,Binders,Wrap Bag,Rice,Regular Air,4.84,0.71,Not Specified
Furniture,Yavatmal,Sarath Kumar ,0.1,Safco,SGP-2014-78312,"SAFCO Swivel Stool, Red",243,5,West,756,Corporate,2015/8/18,2015/8/18,Same Day,Maharashtra,Chairs,Large Box,Ellis,Regular Air,71.37,69,Not Specified
Office Supplies,Mahad,Geeta Saroch ,0.1,GlobeWeis,SGP-2014-78312,"GlobeWeis Mailers, with clear poly window",21,5,West,189,Corporate,2015/8/18,2015/8/18,Same Day,Maharashtra,Envelopes,Small Box,Washington,Express Air,63.98,19.99,Medium
Furniture,Hoshiarpur,Jesudoss Prajapati ,0,Bush,SGP-2015-34310,"Bush Corner Shelving, Traditional",456,8,North,992,Home Office,2016/8/29,2016/9/2,Standard Class,Punjab,Bookcases,Jumbo Box,Hermingen,Delivery Truck,124.49,51.94,Urgent
Office Supplies,Jodhpur,Sri Khope ,0,Hon,SGP-2017-39168,"Hon Round Labels, Laser Printer Compatible",8,7,North,47,Home Office,2018/8/30,2018/9/3,Standard Class,Rajasthan,Labels,Small Pack,Cole,Regular Air,8.46,3.62,High
Office Supplies,Madukkarai,Anish N ,0,Sanford,SGP-2016-38685,"Sanford Pencil Sharpener, Fluorescent",18,2,South,52,Home Office,2017/5/16,2017/5/20,Standard Class,Tamil Nadu,Art,Small Box,Bryant,Express Air,5.74,5.01,Medium
Technology,Shahjahanpur,Pravin Bhattacharya ,0,Cisco,SGP-2016-38685,"Cisco Signal Booster, VoIP",413,8,East,1215,Home Office,2017/5/16,2017/5/20,Standard Class,Uttar Pradesh,Phones,Small Box,Kennedy,Express Air,178.47,19.99,High
Office Supplies,Padrauna,Tanweer Ahmed ,0,Acme,SGP-2016-38685,"Acme Letter Opener, Serrated",51,5,East,135,Home Office,2017/5/16,2017/5/20,Standard Class,Uttar Pradesh,Supplies,Jumbo Box,Hermingen,Delivery Truck,124.49,51.94,Urgent
Office Supplies,Agra,Meenaketan Bachapan ,0,Wilson,SGP-2016-38685,"Wilson Jones Binder, Clear",2,2,East,25,Home Office,2017/5/16,2017/5/20,Standard Class,Uttar Pradesh,Binders,Small Box,Shaw,Regular Air,205.99,8.99,Medium
Office Supplies,Khekra,H. Gandhi ,0,OIC,SGP-2014-61372,"OIC Staples, Metal",16,3,East,34,Consumer,2015/9/29,2015/10/3,Standard Class,Uttar Pradesh,Fasteners,Small Box,Shaw,Regular Air,205.99,8.99,Medium
Office Supplies,Dehradun,Prasad Umapathy ,0.15,Cuisinart,SGP-2016-27541,"Cuisinart Coffee Grinder, Silver",8,3,North,100,Corporate,2017/6/8,2017/6/9,First Class,Uttarakhand,Appliances,Large Box,Ellis,Regular Air,71.37,69,Not Specified
Office Supplies,Balurghat,Prashant Kamat ,0,Cameo,SGP-2016-53819,"Cameo Business Envelopes, Set of 50",17,3,East,61,Consumer,2017/11/26,2017/11/30,Second Class,West Bengal,Envelopes,Small Pack,Hermingen,Regular Air,5.98,4.38,Not Specified
Office Supplies,Siliguri,Denal Khimashiya ,0,Sanford,SGP-2016-53819,"Sanford Pens, Easy-Erase",4,2,East,23,Consumer,2017/11/26,2017/11/30,Second Class,West Bengal,Art,Small Box,Bryant,Express Air,53.98,5.5,Medium
Technology,Porbandar,Tirupal Gupta ,0,Nokia,SGP-2016-53819,"Nokia Signal Booster, VoIP",116,5,West,683,Consumer,2017/11/26,2017/11/30,Second Class,Gujarat,Phones,Small Box,Murphy,Regular Air,4.98,6.07,Not Specified
Furniture,Morbi,Payal Setty ,0,Advantus,SGP-2016-53819,"Advantus Door Stop, Duo Pack",52,4,West,180,Consumer,2017/11/26,2017/11/30,Second Class,Gujarat,Furnishings,Wrap Bag,Rice,Express Air,2.6,2.4,Not Specified
Office Supplies,Jammu,Prakash Yadav ,0,Accos,SGP-2015-68911,"Accos Thumb Tacks, 12 Pack",8,5,North,66,Consumer,2016/8/24,2016/8/26,First Class,Jammu and Kashmir,Fasteners,Jumbo Drum,Williams,Delivery Truck,500.98,26,Medium
Furniture,Chik Ballapur,Siddheshwarappa Ghosh ,0,Hon,SGP-2015-68911,"Hon Rocking Chair, Set of Two",27,5,South,664,Consumer,2016/8/24,2016/8/26,First Class,Karnataka,Chairs,Wrap Bag,Rice,Express Air,2.6,2.4,Not Specified
